INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Month,Year,Week
HAMLIN AND LAKE,1881.0,300 N HAMLIN AVENUE,2021-09-22,3,1150970.026856642,1901381.688308858,41.885282636,-87.721069539,"(41.88528263580913, -87.72106953854511)",September,2021,38
FULLERTON AND NARRAGANSETT,1553.0,6400 W FULLERTON AVENU,2021-03-01,4,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)",March,2021,9
CENTRAL AND CHICAGO,1972.0,800 N CENTRAL AVENUE,2018-05-12,8,1138836.562608552,1904801.732832435,41.894896579,-87.765543258,"(41.89489657939746, -87.76554325845893)",May,2018,19
HOLLYWOOD AND SHERIDAN,1344.0,1000 W HOLLYWOOD AVE,2015-08-08,42,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)",August,2015,32
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,2023-08-08,4,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",August,2023,32
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,2015-03-05,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",March,2015,10
111TH AND HALSTED,2424.0,800 W 111TH ST,2019-10-04,3,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",October,2019,40
55TH AND WESTERN,2213.0,2400 W 55TH STREET,2022-10-14,3,1161277.012730599,1868185.749490228,41.793981347,-87.684141741,"(41.7939813465735, -87.68414174128355)",October,2022,41
CICERO AND CHICAGO,1783.0,4800 W CHICAGO AVENUE,2021-11-12,1,1144175.291152764,1904916.255225279,41.895112219,-87.745932427,"(41.89511221857764, -87.74593242701515)",November,2021,45
PULASKI AND 79TH,2492.0,7900 S PULASKI ROAD,2021-04-11,6,1151054.87395657,1851842.663854121,41.749339,-87.722052091,"(41.74933900008238, -87.72205209091501)",April,2021,14
31ST ST AND MARTIN LUTHER KING DRIVE,2123.0,400 E 31ST STREET,2020-10-29,4,1179437.985396417,1884565.84226022,41.838534018,-87.617046113,"(41.838534018118914, -87.61704611345726)",October,2020,44
STATE AND 79TH,2651.0,7900 S STATE STREET,2020-10-22,11,1177618.166929966,1852621.870232838,41.750918138,-87.624690123,"(41.7509181383154, -87.62469012251644)",October,2020,43
CICERO AND ADDISON,1611.0,3600 N CICERO AVENUE,2021-06-07,4,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)",June,2021,23
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,2023-09-16,4,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)",September,2023,37
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,2023-09-12,53,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)",September,2023,37
35TH AND WESTERN,2091.0,3500 S WESTERN,2019-04-19,5,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)",April,2019,16
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,2020-06-02,3,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)",June,2020,23
CICERO AND CHICAGO,1781.0,800 N CICERO AVENUE,2014-09-13,3,1144169.162482127,1904893.189220372,41.895049038,-87.745955516,"(41.89504903796389, -87.74595551626888)",September,2014,37
ELSTON AND LAWRENCE,1284.0,4440 W LAWRENCE AVENUE,2015-12-23,2,1145715.061027481,1931571.0474838,41.968226398,-87.739599251,"(41.96822639754791, -87.73959925065756)",December,2015,52
STONEY ISLAND AND 79TH,2464.0,1600 E 79TH ST,2020-08-07,5,1188284.704439907,1852964.829047574,41.751611523,-87.585592284,"(41.75161152327319, -87.58559228428787)",August,2020,32
BROADWAY/SHERIDAN AND DEVON,1122.0,6400 N SHERIDAN ROAD,2020-10-03,16,1167087.151194129,1942658.704988689,41.998217921,-87.660695256,"(41.99821792053241, -87.6606952555721)",October,2020,40
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,2022-06-28,24,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)",June,2022,26
MONTROSE AND WESTERN,1224.0,2400 W MONTROSE AVENUE,2015-04-15,1,1159562.971802959,1929191.337701253,41.961421726,-87.68874698,"(41.961421726406314, -87.68874697983858)",April,2015,16
71ST AND ASHLAND,2394.0,1600 W 71ST,2023-08-14,6,1166890.012333149,1857674.2502247,41.765018306,-87.66385923,"(41.76501830555763, -87.66385923012646)",August,2023,33
87TH AND VINCENNES,2413.0,848 W 87TH STREET,2015-03-21,14,1172002.531006759,1847197.326168367,41.736157546,-87.6454274,"(41.73615754630335, -87.64542740049411)",March,2015,12
PULASKI AND DIVERSEY,1543.0,4000 W DIVERSEY AVENUE,2017-06-20,1,1149206.496130705,1918356.569267582,41.931897723,-87.72710503,"(41.9318977231462, -87.72710503045386)",June,2017,25
CICERO AND DIVERSEY,1691.0,2800 N CICERO AVENUE,2018-03-21,3,1143863.647574835,1918202.018463414,41.931575608,-87.746743301,"(41.93157560844622, -87.74674330113561)",March,2018,12
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,2019-02-05,2,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)",February,2019,6
WESTERN AND FOSTER,1072.0,5200 N WESTERN AVE,2015-03-04,2,1159372.922497116,1934478.313674003,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)",March,2015,10
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,2020-05-30,5,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)",May,2020,22
IRVING PARK AND NARRAGANSETT,1024.0,6400 W IRVING PK,2018-04-01,9,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)",April,2018,13
COTTAGE GROVE AND 71ST,2572.0,7100 S COTTAGE GROVE,2022-08-29,4,1182746.23698699,1858088.011064538,41.765800351,-87.605729127,"(41.76580035131893, -87.6057291269901)",August,2022,35
KEDZIE AND 63RD,2364.0,3200 W 63RD ST,2023-09-15,6,1156103.348831225,1862717.565210739,41.779081505,-87.703260365,"(41.77908150488341, -87.70326036544745)",September,2023,37
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2015-07-06,2,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",July,2015,28
WESTERN AND ADDISON,1562.0,3600 N WESTERN AVENUE,2015-04-07,5,1159695.573342728,1923871.086283556,41.94681992,-87.688406662,"(41.94681991986288, -87.68840666206194)",April,2015,15
MICHIGAN AND JACKSON,3043.0,100 E JACKSON BLVD,2022-08-16,3,1177358.427851268,1899073.064228489,41.878390124,-87.624237311,"(41.87839012377354, -87.62423731128155)",August,2022,33
WESTERN AND 63RD,2373.0,2400 W 63RD ST,2019-03-23,6,1161444.415758584,1862848.534703658,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)",March,2019,12
BELMONT AND KEDZIE,1372.0,3200 N KEDZIE AVE,2017-03-05,7,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)",March,2017,9
WENTWORTH AND GARFIELD,2264.0,200 W GARFIELD BLVD,2015-05-09,7,1175889.574397302,1868551.750512227,41.794670385,-87.630547476,"(41.79467038468937, -87.63054747605638)",May,2015,19
4700 WESTERN,2142.0,4700 S WESTERN AVENUE,2016-02-26,5,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)",February,2016,8
KEDZIE AND 47TH,2101.0,4700 S KEDZIE AVE,2016-05-04,5,1155791.949302478,1873270.778481327,41.808047272,-87.704118822,"(41.80804727165029, -87.70411882229871)",May,2016,18
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2015-05-01,4,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",May,2015,18
75TH AND STATE,2624.0,1 E 75TH STREET,2021-08-02,24,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)",August,2021,31
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,2018-10-10,7,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)",October,2018,41
PULASKI AND FULLERTON,1484.0,4000 W FULLERTON AVE,2021-05-14,5,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)",May,2021,19
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,2017-03-21,2,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",March,2017,12
WESTERN AND 63RD,2373.0,2400 W 63RD ST,2017-01-30,4,1161444.415758584,1862848.534703658,41.779331844,-87.683675761,"(41.77933184429814, -87.68367576084798)",January,2017,5
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,2022-07-20,6,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",July,2022,29
SACRAMENTO AND LAKE,1821.0,150 N SACRAMENTO BOUL,2017-09-18,9,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",September,2017,38
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,2019-02-05,2,1149561.855939692,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)",February,2019,6
PULASKI AND 63RD,2342.0,6300 S PULASKI RD,2018-06-28,6,1150746.00309079,1862516.747695325,41.778636469,-87.722906356,"(41.77863646878099, -87.72290635568541)",June,2018,26
CALIFORNIA AND DEVON,1323.0,2800 W DEVON AVENUE,2021-10-20,4,1156484.528078038,1942377.980662191,41.997669523,-87.699706423,"(41.99766952286052, -87.69970642324591)",October,2021,42
IRVING PARK AND NARRAGANSETT,1024.0,6400 W IRVING PK,2016-05-20,2,1132945.939118726,1925946.304925137,41.953024751,-87.786683238,"(41.95302475075328, -87.78668323766634)",May,2016,20
DIVISION AND DAMEN,1734.0,2000 W DIVISION,2018-05-21,5,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",May,2018,21
MICHIGAN AND JACKSON,3041.0,300 S MICHIGAN AVE,2023-02-16,8,1177299.435435548,1899009.612280663,41.878217345,-87.62445584,"(41.87821734531058, -87.62445584029679)",February,2023,7
HARLEM AND BELMONT,1391.0,3200 N HARLEM AVE,2020-09-08,3,1127481.020995451,1920467.613239239,41.938084468,-87.806896749,"(41.93808446822169, -87.80689674887883)",September,2020,37
CLARK AND FULLERTON,1631.0,2400 N CLARK ST,2022-08-12,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",August,2022,32
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,2022-11-20,4,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)",November,2022,46
WESTERN AND FULLERTON,1671.0,2400 N WESTERN AVENUE,2015-10-28,3,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)",October,2015,44
KEDZIE AND 63RD,2361.0,6300 S KEDZIE AVE,2015-01-26,3,1156097.505177228,1862668.051775093,41.77894575,-87.703283119,"(41.77894575017997, -87.70328311900342)",January,2015,5
VAN BUREN AND WESTERN,2052.0,400 S WESTERN AVENUE,2018-04-07,43,1160431.682297829,1898091.942371589,41.876064776,-87.686415631,"(41.87606477642526, -87.68641563098768)",April,2018,14
DIVISION AND DAMEN,1734.0,2000 W DIVISION,2022-12-18,11,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",December,2022,50
MICHIGAN AND ONTARIO,3082.0,628 N MICHIGAN AVE,2018-12-01,20,1177278.716938521,1904554.133997858,41.893432274,-87.624363719,"(41.893432274200684, -87.62436371928398)",December,2018,48
HALSTED AND FULLERTON,1704.0,800 W FULLERTON AVENUE,2022-06-19,8,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)",June,2022,24
PULASKI AND FULLERTON,1484.0,4000 W FULLERTON AVE,2021-04-07,2,1149303.081963737,1915695.275222648,41.924593022,-87.726819268,"(41.92459302175305, -87.7268192684032)",April,2021,14
DAMEN AND ELSTON,3072.0,2426 N DAMEN AVE,2019-02-07,3,1162561.16172213,1916207.783017816,41.925731714,-87.678088896,"(41.925731713685686, -87.67808889622799)",February,2019,6
CENTRAL AND ADDISON,1682.0,3600 N CENTRAL AVENUE,2015-04-04,2,1138343.117435682,1923392.067464765,41.945919491,-87.766904594,"(41.945919490555106, -87.76690459426293)",April,2015,14
PULASKI AND CHICAGO,1983.0,4000 W CHICAGO AVENUE,2018-09-12,9,1149561.855939692,1905086.596446259,41.895476752,-87.72614436,"(41.89547675163723, -87.72614435991626)",September,2018,37
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,2016-09-03,4,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)",September,2016,35
DAMEN AND DIVERSEY,1462.0,2800 N DAMEN AVENUE,2022-11-27,7,1162490.04851994,1918611.623717091,41.932329494,-87.678282719,"(41.9323294940985, -87.67828271931386)",November,2022,47
MADISON AND WESTERN,1931.0,1 S WESTERN AVE,2022-06-04,11,1160453.827721979,1899933.703473746,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)",June,2022,22
CENTRAL AND MILWAUKEE,3032.0,5232 N CENTRAL AVE,2019-05-02,3,1137802.482559734,1934544.360556488,41.976532211,-87.768621661,"(41.976532211352456, -87.76862166095856)",May,2019,18
CLARK AND FULLERTON,1631.0,2400 N CLARK ST,2022-05-08,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",May,2022,18
HALSTED AND FULLERTON,1704.0,800 W FULLERTON AVENUE,2021-04-06,3,1170525.624723311,1916208.443992778,41.925562791,-87.648823641,"(41.92556279107417, -87.64882364145232)",April,2021,14
FOSTER AND BROADWAY,1113.0,1200 W FOSTER AVE,2020-11-29,1,1167357.095930752,1934721.393266777,41.97643192,-87.659931806,"(41.97643192018459, -87.65993180604016)",November,2020,48
ROOSEVELT AND KOSTNER,2321.0,1200 S KOSTNER,2021-08-23,4,1147196.304001978,1894305.883269746,41.865938839,-87.735108549,"(41.8659388389088, -87.73510854901264)",August,2021,34
CICERO AND CHICAGO,1781.0,800 N CICERO AVENUE,2022-01-18,2,1144169.162482127,1904893.189220372,41.895049038,-87.745955516,"(41.89504903796389, -87.74595551626888)",January,2022,3
55TH AND KEDZIE,2162.0,5500 S KEDZIE AVENUE,2022-11-10,3,1155945.854705238,1867941.621374192,41.793420237,-87.703697508,"(41.793420236755864, -87.70369750845424)",November,2022,45
CERMAK AND PULASKI,2334.0,4000 W CERMAK,2015-05-08,7,1150018.476053666,1889120.238540361,41.851654369,-87.724882975,"(41.85165436867626, -87.7248829753078)",May,2015,19
CALIFORNIA AND PETERSON,1311.0,6000 N CALIFORNIA AVE,2015-02-27,1,1156545.742699118,1939775.775541795,41.990527717,-87.699552084,"(41.990527717148176, -87.69955208405155)",February,2015,9
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,2022-05-20,3,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)",May,2022,20
KEDZIE AND 31ST,2134.0,3200 W 31ST STREET,2017-06-26,4,1155487.128005646,1883943.061106793,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)",June,2017,26
55TH AND KEDZIE,2163.0,3200 W 55TH STREET,2015-02-17,1,1155966.956993183,1868015.593764152,41.793622803,-87.703618141,"(41.79362280329978, -87.70361814062049)",February,2015,8
PULASKI AND FULLERTON,1481.0,2400 N PULASKI RD,2023-10-12,1,1149275.963864089,1915687.631931757,41.924572574,-87.726919111,"(41.92457257416937, -87.72691911144182)",October,2023,41
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,2017-04-16,4,1138951.495695032,1902230.510465733,41.887838735,-87.765183663,"(41.887838735330206, -87.76518366338465)",April,2017,15
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,2017-06-26,19,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)",June,2017,26
ASHLAND AND 87TH,2454.0,1600 W 87TH ST,2018-10-24,5,1167171.941297436,1847064.855345151,41.735898617,-87.663128781,"(41.735898617066006, -87.66312878090133)",October,2018,43
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,2022-12-27,9,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)",December,2022,52
55TH AND KEDZIE,2162.0,5500 S KEDZIE AVENUE,2023-03-03,2,1155945.854705238,1867941.621374192,41.793420237,-87.703697508,"(41.793420236755864, -87.70369750845424)",March,2023,9
KEDZIE AND ARMITAGE,1832.0,2000 N KEDZIE AVENUE,2015-08-14,8,1154684.031809326,1913129.496340896,41.917446172,-87.707116072,"(41.91744617191702, -87.70711607187832)",August,2015,33
LAKE SHORE DR AND BELMONT,1413.0,400 W BELMONT AVE,2016-03-26,55,1172981.744869382,1921577.376128802,41.940241193,-87.639639114,"(41.94024119325571, -87.63963911427594)",March,2016,12
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,2015-05-06,8,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)",May,2015,19
AUSTIN AND IRVING PARK,1161.0,4000 N AUSTIN AVENUE,2019-05-24,4,1135599.956110927,1926006.862619986,41.953144059,-87.776925284,"(41.95314405904539, -87.77692528423394)",May,2019,21
MILWAUKEE AND DEVON,1272.0,6400 N MILWAUKEE AVEN,2020-04-10,3,1132463.750397878,1942107.911507627,41.997382173,-87.788077674,"(41.99738217345368, -87.78807767391953)",April,2020,15
LINCOLN AND MCCORMICK,2751.0,6200 N LINCOLN AVENUE,2014-12-25,9,1152551.008921873,1941175.933038791,41.994450004,-87.714208439,"(41.9944500041165, -87.71420843920934)",December,2014,52
PETERSON AND WESTERN,1014.0,2400 W PETERSON,2019-09-11,10,1159214.211316277,1939825.301874586,41.99060901,-87.689735481,"(41.990609009807294, -87.68973548092968)",September,2019,37
75TH AND STATE,2624.0,1 E 75TH STREET,2017-11-15,15,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)",November,2017,46
CANAL AND ROOSEVELT,2291.0,1200 S CANAL STREET,2015-10-20,6,1173268.771030949,1894952.634878732,41.867175125,-87.639375813,"(41.86717512472001, -87.63937581258092)",October,2015,43
PULASKI AND FOSTER,1102.0,5200 N PULASKI RD,2017-12-16,6,1148746.251286324,1934286.914361976,41.97562074,-87.728383135,"(41.97562073966174, -87.72838313514907)",December,2017,50
TOUHY AND OSCEOLA,1243.0,7432 W TOUHY AVENUE,2020-12-24,1,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)",December,2020,52
CENTRAL AND LAKE,1743.0,5600 W LAKE STREET,2019-01-31,1,1138951.495695032,1902230.510465733,41.887838735,-87.765183663,"(41.887838735330206, -87.76518366338465)",January,2019,5
WESTERN AND 79TH,2481.0,7900 S WESTERN AVE,2019-09-19,1,1161711.516404028,1852181.685686118,41.750054934,-87.682992203,"(41.750054933649984, -87.68299220290213)",September,2019,38
KEDZIE AND 31ST,2134.0,3200 W 31ST STREET,2017-05-01,3,1155487.128005646,1883943.061106793,41.8373395,-87.704950558,"(41.83733950029648, -87.70495055800411)",May,2017,18
CICERO AND 47TH,2204.0,4800 W 47TH ST,2022-02-18,3,1145130.048925744,1873078.44198302,41.807727017,-87.743229366,"(41.80772701677172, -87.74322936566276)",February,2022,7
75TH AND STATE,2624.0,1 E 75TH STREET,2015-07-30,6,1177601.72646404,1855229.486604181,41.758074111,-87.624671658,"(41.75807411097799, -87.62467165835182)",July,2015,31
DIVERSEY AND WESTERN,1431.0,2800 N WESTERN AVENUE,2023-02-19,9,1159837.205417355,1918550.506189309,41.932216988,-87.688033281,"(41.93221698794738, -87.68803328089533)",February,2023,7
WESTERN AND CERMAK,1003.0,2400 W CERMAK ROAD,2023-08-17,6,1160678.000607329,1889375.645335924,41.852141307,-87.685752642,"(41.85214130680468, -87.6857526415569)",August,2023,33
KEDZIE AND 26TH,2381.0,2600 S KEDZIE AVENUE,2023-07-27,9,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)",July,2023,30
LARAMIE AND MADISON,2044.0,5200 W MADISON STREET,2018-05-15,15,1141706.965522802,1899567.55684314,41.880480752,-87.755130433,"(41.88048075170171, -87.75513043296509)",May,2018,20
